Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
8,9,2,1500,US,DCA,PVD,357,N
9,25,7,1855,MQ,LAX,SAN,109,N
9,23,5,1027,NW,MSP,ORD,334,N
1,15,7,1050,HA,LIH,HNL,102,N
4,25,1,1043,OO,PDX,SEA,129,N
8,1,1,950,OH,CVG,BOS,752,N
9,30,6,1751,WN,LAS,DEN,629,N
7,6,4,1012,YV,DRO,DEN,251,Y
3,14,2,844,XE,CLE,CMH,112,N
2,20,7,1212,WN,PHX,ELP,347,N
5,24,3,1045,OH,CVG,GRR,268,N
10,24,1,1034,AA,MCI,DFW,460,Y
2,12,6,1055,XE,IAH,DFW,224,N
6,30,5,1543,NW,MSP,BNA,695,Y
3,31,4,1603,NW,SEA,MSP,1399,N
11,22,3,2117,CO,LGA,IAH,1416,Y
7,11,1,853,DL,MKE,ATL,669,Y
5,29,7,735,OO,CPR,SLC,320,N
10,2,1,751,WN,SAN,SMF,480,N
4,26,2,1530,WN,BWI,ISP,220,N
9,20,2,1634,XE,EWR,XNA,1130,Y
11,23,3,1520,DH,IAD,CRW,227,N
9,28,4,819,DL,SLC,LAS,368,N
12,12,1,1705,XE,SDF,EWR,642,N
5,24,3,1224,NW,SEA,MEM,1870,N
7,13,4,855,NW,JAC,MSP,872,N
11,28,1,615,WN,ONT,SJC,333,N
11,16,3,1241,B6,LGB,JFK,2465,N
6,20,1,1055,AA,DFW,ONT,1189,N
7,5,2,1434,AA,BOS,SFO,2704,N
10,14,6,1620,CO,IAH,JFK,1417,N
12,11,1,1520,OO,ORD,MEM,491,Y
6,1,4,1620,EV,XNA,ATL,589,Y
9,26,1,2050,AA,MCO,LGA,950,Y
12,18,7,1328,AA,ORD,BOS,867,N
8,1,2,2003,WN,LAS,AUS,1090,N
2,2,4,1610,EV,AVL,ATL,164,N
7,14,5,1125,MQ,SAN,LAX,109,N
7,21,4,1454,OO,LAX,OAK,337,N
8,6,6,1647,AA,DFW,SAN,1171,N
12,20,3,1427,OH,LGA,RDU,431,Y
11,3,5,2300,AS,SEA,GEG,224,N
6,19,1,1445,UA,IAD,LAX,2288,N
4,8,5,2014,UA,SFO,LAS,414,N
8,27,7,1030,MQ,MEM,ORD,491,N
5,28,6,1930,WN,MCO,MDW,989,N
4,20,3,1520,CO,DFW,IAH,224,N
10,22,7,1805,WN,LAX,ELP,714,N
2,19,6,1449,DL,ATL,DAY,432,N
2,6,7,1711,UA,PDX,SFO,550,N
12,17,7,1335,UA,LAS,IAD,2066,Y
6,30,5,1301,AA,SFO,ORD,1846,N
1,2,1,757,NW,GRB,DTW,288,Y
3,27,1,1153,US,LGA,BOS,185,N
7,7,4,727,DL,MCO,BOS,1121,N
7,9,7,550,FL,PHF,ATL,508,N
12,18,7,730,OH,CHS,CVG,497,N
7,8,6,715,AS,PDX,SAN,933,N
8,24,3,619,UA,SAN,DEN,853,N
7,13,3,701,US,DTW,CLT,500,N
9,19,2,2228,UA,LAX,BOS,2611,N
6,2,4,1300,DH,IAD,HPN,247,N
7,1,6,604,TZ,LGA,MDW,725,N
8,17,4,1240,WN,LAS,RNO,345,N
12,4,1,1504,OH,CVG,TUL,646,Y
8,10,4,918,EV,GPT,ATL,352,Y
3,28,1,1100,WN,PHX,LAS,256,Y
4,19,2,1953,NW,MEM,VPS,369,N
9,6,2,1103,NW,MSP,MIA,1501,Y
3,8,2,1905,MQ,ORD,CMI,135,N
5,14,7,1233,MQ,BGR,BOS,201,Y
4,23,6,1307,XE,MCI,IAH,643,N
11,5,7,1653,AQ,OGG,HNL,100,N
12,17,6,1633,AS,LAS,SEA,866,Y
4,5,2,2256,AA,DFW,OKC,175,Y
12,15,4,1037,AA,SAT,DFW,247,N
1,3,2,626,YV,CLT,IAD,321,N
12,5,2,922,AA,EWR,DFW,1372,N
9,24,6,1550,WN,STL,OMA,342,N
6,5,1,707,US,SYR,PHL,228,N
2,1,2,1822,XE,IAD,CLE,288,N
11,27,7,1811,DL,TPA,JFK,1005,N
4,25,1,2033,XE,CLE,GRR,214,N
8,1,1,1301,WN,SMF,SEA,605,N
3,3,4,813,DL,JAN,ATL,341,N
8,3,3,1329,US,PHL,IND,587,N
1,7,5,1333,CO,IAH,MIA,964,N
7,23,6,1438,OO,PSP,LAX,110,N
3,18,6,1655,XE,EWR,CVG,569,Y
4,4,1,755,OO,ORD,LNK,466,N
2,2,4,1341,MQ,ORD,HPN,738,N
2,23,4,1306,AA,MCO,SJU,1189,N
7,2,7,1722,WN,TPA,PHX,1788,Y
1,30,7,1121,UA,DEN,IAD,1452,N
10,2,1,1828,WN,SJC,LAX,308,N
3,10,4,606,DL,DEN,SLC,391,N
1,25,2,1740,HP,LAS,DEN,629,N
9,21,4,1221,XE,EWR,IND,644,N
9,21,3,2041,UA,ORD,DCA,612,N
2,7,2,1422,EV,ATL,EYW,646,N
4,13,3,1000,NW,MEM,IAH,469,Y
6,21,3,559,WN,OAK,LAX,337,N
2,28,2,1808,FL,ATL,PIT,526,Y
7,6,3,1219,HP,PHX,ELP,347,N
9,21,4,1356,WN,SAN,PHX,304,Y
11,19,7,1121,WN,SJC,SEA,697,Y
4,20,4,1845,MQ,DTW,ORD,235,N
10,5,3,1054,WN,LAX,ABQ,677,N
12,20,2,1525,WN,PVD,TPA,1137,N
6,21,3,1011,UA,SFO,IAD,2419,N
9,9,5,1427,EV,ATL,ICT,781,N
1,19,4,702,WN,MHT,BWI,377,N
1,5,4,1122,UA,PHX,LAX,370,N
5,30,2,1534,EV,ATL,TUL,674,N
8,20,7,2147,OO,MRY,SFO,77,Y
8,11,4,1801,AA,IAH,ORD,925,Y
8,24,4,1515,MQ,EWR,BOS,200,N
10,21,6,2148,US,CLT,BDL,644,N
4,26,3,1737,AA,SNA,DFW,1205,N
8,19,5,825,WN,DAL,MAF,319,N
9,13,3,1834,AS,ANC,BET,399,N
12,6,3,1833,DL,BNA,ATL,214,N
1,12,4,1550,EV,ATL,HSV,151,N
11,29,2,1559,OO,SLC,PHX,507,N
11,9,4,1317,OO,CLD,LAX,86,Y
2,25,6,1530,OH,BWI,BOS,370,Y
4,2,6,1834,AS,RNO,SEA,564,N
7,22,5,630,OO,FAT,SFO,158,N
3,14,2,900,NW,ORF,DTW,529,N
7,22,6,621,EV,MSN,ATL,707,N
1,12,3,1023,AS,SEA,BOI,399,N
2,2,4,1644,DL,ATL,IAD,533,N
5,12,5,1937,UA,PHL,ORD,678,Y
6,17,6,1645,AA,BDL,ORD,783,N
1,24,1,1815,WN,MCI,LAS,1140,N
7,13,4,2152,UA,IAD,OAK,2408,N
10,28,5,730,WN,PDX,BOI,344,N
6,15,3,1330,OH,CVG,ORF,485,N
1,4,3,1711,AA,ORD,STL,258,Y
8,23,3,635,XE,RDU,CLE,416,N
5,7,7,2134,AA,DFW,ATL,732,Y
3,3,4,1312,CO,FLL,CLE,1062,N
7,31,7,956,F9,PHX,DEN,602,N
2,28,2,1031,F9,DEN,IAH,861,N
7,16,6,632,AA,CLT,MIA,650,N
8,10,4,644,NW,GRR,DTW,120,N
1,4,3,2155,US,PHX,DEN,602,N
2,22,2,1409,OO,MRY,SFO,77,N
7,29,5,812,AA,LAX,ORD,1745,N
8,18,4,943,AA,DFW,SAT,247,N
5,8,1,602,EV,CAE,CVG,404,N
9,8,4,1950,WN,LAS,LAX,236,N
6,4,7,738,WN,LAX,TUS,451,N
1,7,5,1712,UA,SFO,IAD,2419,Y
3,26,6,917,NW,DCA,DTW,405,N
11,26,6,2152,UA,ORD,LAX,1745,N
9,28,3,703,B6,JFK,PBI,1028,N
11,18,6,1602,WN,LAS,SLC,368,N
10,12,4,1619,US,PHX,SLC,507,N
3,9,3,1643,UA,IAD,DEN,1452,N
8,29,1,750,WN,OAK,SEA,671,N
4,20,3,1750,OH,JFK,JAX,829,N
7,5,2,1055,OO,LAX,PSP,110,N
9,26,1,1910,WN,PVD,BWI,328,Y
9,4,1,2025,WN,SAN,PHX,304,N
12,13,2,1737,XE,BNA,CLE,448,N
3,29,2,2155,HP,DFW,LAS,1055,Y
2,15,3,1425,US,PHX,SMF,647,Y
9,6,2,1705,WN,ISP,FLL,1093,N
2,3,5,1727,DL,ATL,DCA,547,N
7,4,1,1915,WN,RNO,LAS,345,Y
10,11,2,700,OH,EVV,CVG,170,N
2,15,2,1318,MQ,DFW,MEM,432,N
12,4,1,1911,AA,DTW,DFW,987,N
10,28,5,2135,TZ,MDW,MSP,349,N
8,27,6,1614,AA,ORD,SEA,1721,N
3,13,1,1915,WN,MHT,PHL,290,Y
3,4,5,2059,NW,MSP,LAN,455,N
7,25,1,1813,UA,ORD,DCA,612,Y
2,3,4,2217,UA,LAX,EWR,2454,N
12,23,5,1908,UA,IAD,LAX,2288,N
11,15,2,1125,UA,DEN,LAS,629,N
5,15,1,605,YV,SAT,PHX,843,N
8,7,7,2036,UA,DEN,SMF,910,N
3,19,7,1530,WN,PDX,PHX,1009,Y
9,10,7,652,US,RDU,PHL,336,N
7,4,1,755,CO,SEA,EWR,2401,N
11,11,5,855,WN,SEA,RNO,564,N
5,2,1,950,DL,ATL,VPS,264,N
1,5,4,908,AA,MCI,ORD,403,N
4,10,1,1445,AA,HNL,LAX,2556,N
2,19,6,2155,OH,CVG,CLT,335,N
8,13,7,1726,AS,SJC,SEA,697,Y
10,28,5,1755,MQ,DFW,SHV,190,N
11,28,1,710,WN,BUR,PHX,369,N
10,9,7,455,OO,PSC,SEA,172,N
4,9,6,1709,HP,CMH,PHX,1671,N
3,29,2,1502,UA,DEN,PHX,602,N
1,28,5,1510,WN,MDW,STL,251,N
5,17,2,1308,OO,SLC,TUS,601,N
4,29,5,1750,OO,SBP,SFO,191,N
5,9,1,2043,HP,LAS,SFO,414,Y
6,16,4,1910,CO,IAH,LAS,1222,N
8,6,7,1831,XE,IAH,ABQ,744,Y
10,9,1,828,OO,LAX,SJC,308,N
6,27,2,1710,WN,AUS,DAL,189,N
2,26,7,1837,AA,LAX,DFW,1235,N
7,31,1,1025,YV,ONT,LAS,197,N
4,9,7,1938,WN,LAX,LAS,236,Y
11,17,5,1142,WN,CLE,BNA,448,N
1,2,1,2204,US,DTW,LAS,1750,Y
9,5,1,1319,CO,BOS,IAH,1597,N
6,24,5,1124,NW,MSP,MCI,393,Y
10,4,3,1815,XE,MDW,CLE,307,Y
5,14,7,910,OH,BNA,CVG,230,N
10,1,6,622,XE,MHT,CLE,544,N
5,15,7,1245,AA,DFW,JFK,1391,N
10,12,4,1957,WN,BWI,SAN,2295,Y
7,21,5,1420,WN,DTW,MDW,229,N
3,27,7,533,FL,FLL,ATL,581,N
5,29,7,1655,WN,HOU,MSY,303,N
7,25,1,1117,DL,SLC,SJC,585,N
7,24,1,1152,AQ,HNL,LIH,102,N
8,22,2,1524,NW,TPA,DTW,983,N
11,27,1,638,FL,DFW,MDW,797,N
11,8,3,36,AA,LAX,DFW,1235,N
3,1,2,635,NW,DTW,TPA,983,N
12,10,6,1122,HP,PHX,SEA,1107,N
4,11,1,717,UA,LAX,JFK,2475,N
9,1,4,1031,AA,LGA,MIA,1097,N
8,27,7,931,AA,DEN,DFW,641,N
6,1,4,1400,OH,CVG,IAH,871,N
12,30,6,2123,WN,PHX,SMF,647,N
11,3,4,1324,AA,SLC,ORD,1249,N
8,21,7,716,US,MSY,CLT,651,N
1,19,4,1417,WN,MCO,BWI,787,N
5,31,2,1350,US,TPA,DCA,814,N
3,13,1,1557,EV,ATL,MKE,669,Y
5,13,6,1954,MQ,DFW,JAN,408,Y
9,8,5,2208,NW,MSP,FAR,223,N
10,31,2,928,AQ,OGG,LIH,202,N
4,19,2,1300,DL,SNA,SLC,588,N
7,5,2,1102,AA,ORD,STL,258,Y
8,10,3,1600,AA,LGA,MIA,1097,N
2,21,2,937,YV,ORD,ABE,654,Y
6,6,2,930,EV,ATL,EVV,350,N
9,15,4,2034,US,LGA,BUF,292,N
1,23,7,1639,OO,DEN,COS,72,N
7,17,1,845,CO,IAH,LGA,1416,N
10,21,6,1815,MQ,BOS,JFK,187,N
1,18,3,851,NW,MEM,LAX,1619,Y
7,18,1,955,WN,BWI,SAN,2295,N
8,17,4,1507,OO,SLC,RNO,422,N
4,6,3,1144,HP,LAS,SAN,258,N
1,11,3,827,WN,HOU,SAT,192,N
2,23,4,1020,NW,MSP,BWI,936,N
3,28,2,1125,OO,SLC,EUG,619,N
12,16,6,715,NW,MHT,DTW,609,Y
8,3,4,1721,MQ,SNA,SJC,342,N
7,31,7,559,UA,IAD,ORD,589,N
6,23,4,1752,MQ,DFW,ICT,328,N
2,5,6,1040,MQ,BWI,BOS,370,N
6,11,7,951,DL,SLC,MCO,1929,N
11,20,7,2150,MQ,ORD,CLE,316,N
2,1,2,820,WN,HOU,TUL,453,N
10,25,3,2034,WN,DAL,HOU,239,Y
5,9,2,527,AQ,HNL,KOA,163,N
10,16,7,1928,OH,CVG,GSP,317,Y
8,28,1,711,WN,HOU,LAS,1235,N
6,5,1,1720,EV,MEI,ATL,267,N
1,1,7,1020,WN,MHT,MDW,838,Y
10,12,4,1959,WN,MDW,MCI,405,N
6,1,4,1220,OO,ELP,DEN,563,N
2,14,1,1704,US,RIC,PHL,198,N
6,5,1,2318,UA,SEA,IAD,2306,N
6,14,3,1719,EV,SLC,MKE,1246,N
3,16,3,1635,WN,MDW,SDF,271,N
8,20,6,700,WN,BWI,MHT,377,N
2,1,3,1549,UA,ORD,TPA,1012,N
12,13,2,1257,XE,PHL,CLE,363,N
7,31,1,1927,WN,DAL,HOU,239,N
12,4,1,1734,NW,CMH,DTW,155,Y
7,31,1,1550,OH,LEX,CVG,70,Y
3,9,4,1512,EV,ATL,GRR,640,N
10,21,5,1120,WN,SJC,RNO,188,N
8,12,6,1120,WN,SAN,LAS,258,N
8,8,1,930,WN,FLL,PHL,992,N
4,14,4,1528,DH,IAD,GSP,383,N
7,19,2,1733,UA,AUS,DEN,775,N
5,14,7,1635,WN,PDX,SMF,479,N
3,21,1,1654,WN,AUS,PHX,872,Y
11,6,7,950,AA,LAS,SJC,386,N
11,27,7,1248,UA,LAX,PHX,370,N
10,19,3,1610,NW,SGF,MEM,243,N
6,25,7,728,US,PIT,FLL,994,N
6,26,1,1020,WN,SMF,BUR,358,N
12,10,7,1726,OH,DSM,CVG,505,N
2,26,6,804,MQ,DFW,DSM,624,N
6,4,6,1600,OO,SLC,ABQ,493,N
11,6,1,1355,WN,PVD,PHX,2277,N
3,8,2,1916,US,MCO,PHL,861,Y
12,2,6,910,OH,BUF,CVG,410,Y
12,30,6,1433,NW,IND,FLL,1005,N
8,25,4,1252,AA,DFW,MCI,460,N
9,27,3,958,DL,SLC,BWI,1864,N
5,29,1,1007,AS,LAS,SEA,866,N
12,22,4,2214,OO,LAX,SFO,337,N
12,14,4,1930,EV,ATL,FLO,273,N
7,12,3,1029,UA,LAX,IAD,2288,N
5,26,4,1545,EV,ATL,ISO,406,N
7,13,4,1336,XE,MAF,IAH,429,N
1,5,4,2147,UA,IAD,MCO,758,N
2,8,3,941,DL,ATL,GSO,306,N
12,25,1,1714,AA,EWR,LAX,2454,N
10,20,5,626,OH,BHM,LGA,866,N
5,10,2,1115,OH,IND,CVG,98,N
12,21,3,1240,OH,CVG,BNA,230,N
8,24,4,559,CO,SAT,IAH,191,N
5,21,7,1550,OH,BOS,ORF,468,N
5,26,5,1556,US,BOS,CLT,728,Y
10,21,6,1138,AA,DFW,MFE,468,N
9,24,6,926,DL,PDX,SLC,630,N
2,22,2,1303,MQ,JAN,DFW,408,N
4,25,2,1420,EV,OKC,SLC,866,N
2,7,1,1535,WN,LBB,DAL,293,N
9,8,4,1027,AA,EWR,ORD,719,N
10,4,3,1951,NW,DTW,MCI,629,Y
7,14,5,1533,NW,DTW,SAT,1215,N
9,28,4,1118,WN,RSW,BWI,919,N
8,17,3,59,NW,ANC,MSP,2518,N
4,23,7,949,US,CLT,MIA,650,N
1,8,6,1254,DL,LGA,ATL,761,N
10,28,5,631,MQ,MOB,DFW,540,N
8,15,2,1732,WN,TUL,DAL,237,N
7,11,2,1557,UA,DEN,MCI,533,N
9,4,1,1941,CO,MCO,EWR,938,N
2,20,7,2200,WN,SMF,LAX,373,N
2,11,6,845,WN,LAX,BWI,2329,N
8,11,4,1602,DL,ATL,CLE,554,N
5,31,2,856,CO,CLE,MCO,895,N
5,26,4,1309,XE,PBI,CLE,1020,N
8,14,7,1440,XE,MEM,EWR,946,Y
12,22,5,1611,NW,IND,MSP,503,Y
3,3,4,1332,OO,GEG,SEA,224,N
4,24,7,636,NW,EWR,MEM,946,N
3,4,5,2258,US,CLT,MCO,468,N
6,7,2,1606,US,CLT,PHL,448,N
9,17,7,2027,CO,IAH,ORD,925,Y
4,25,1,650,XE,LFT,IAH,201,N
1,4,2,2235,UA,LAX,MCO,2217,N
1,20,4,1359,DH,IAD,JFK,228,N
6,28,3,1458,WN,BNA,BWI,588,N
1,2,1,1314,AA,ORD,FLL,1182,Y
9,14,3,1730,OH,CVG,CAK,214,N
8,16,3,645,UA,LAS,DEN,629,N
3,19,6,2010,OH,JFK,GSO,459,N
11,9,3,555,EV,MYR,ATL,317,N
10,27,4,1821,NW,OMA,MSP,282,N
12,29,5,1340,MQ,MTJ,DFW,722,Y
11,8,2,900,WN,LAX,PHX,370,N
1,5,3,1531,CO,EWR,ATL,745,N
10,24,2,1820,OH,JFK,RDU,426,Y
2,25,6,1259,AA,DFW,MIA,1121,N
12,15,5,2105,AA,DFW,MCO,984,N
11,11,5,1539,XE,IAH,MSP,1034,N
12,18,1,1537,XE,EWR,XNA,1130,N
11,12,7,1435,US,SJU,IAD,1571,N
11,2,4,954,AA,LGA,ORD,733,N
2,20,1,1143,OO,SFO,RDD,199,N
11,22,3,1404,NW,MSP,SAT,1097,N
4,17,7,630,AA,BNA,DFW,631,N
8,3,4,925,AA,DTW,DFW,987,Y
3,21,2,1544,CO,MCO,CLE,895,N
8,4,4,1200,MQ,DSM,ORD,299,Y
11,29,2,716,AA,ATL,DFW,732,N
2,11,6,815,OH,CVG,BHM,396,N
3,15,3,1754,XE,MCI,IAH,643,N
2,3,4,1738,EV,TPA,GSP,478,Y
3,11,5,1857,US,RSW,DCA,892,Y
6,22,3,2132,NW,MSP,ANC,2518,N
6,20,2,1526,NW,MSP,MDW,349,N
5,10,2,742,HP,MSY,PHX,1301,N
12,14,4,1803,WN,LAX,RNO,390,N
4,13,3,608,OO,FAT,DEN,844,N
10,14,5,1921,XE,CLE,BDL,475,Y
11,21,2,1446,WN,SJC,SAN,417,N
9,28,4,2057,AA,MIA,PHL,1013,N
5,3,3,916,NW,DTW,MYR,636,N
11,12,7,1409,WN,MDW,BUF,468,N
3,14,2,2050,MQ,ORD,BMI,116,N
8,14,1,1903,CO,IAH,BOS,1597,N
12,12,1,1225,CO,PHL,IAH,1324,N
6,16,4,1824,AA,ORD,LGA,733,Y
9,24,7,1349,WN,PHL,RDU,336,N
1,13,4,1610,WN,BWI,CMH,336,N
8,27,7,1335,EV,ISO,ATL,406,Y
8,1,2,559,DL,LAX,ATL,1946,N
5,30,1,1535,XE,CLE,RDU,416,N
9,10,6,1728,DL,JFK,FLL,1069,N
1,31,1,2005,EV,MGM,ATL,147,Y
12,7,3,831,NW,STL,DTW,440,N
3,16,3,635,DH,SDF,IAD,451,N
11,10,4,1735,HP,DEN,LAS,629,Y
8,12,5,1844,OO,DSM,ORD,299,N
1,30,1,659,OO,PDX,SEA,129,N
12,14,3,1112,DL,SLC,LAX,590,N
3,16,3,925,MQ,DFW,MSP,852,Y
11,21,2,1320,UA,DEN,LGA,1619,Y
1,2,1,857,OH,STL,CVG,307,N
6,11,7,1747,AA,DFW,BNA,631,Y
9,10,6,1627,AA,MCO,SJU,1189,N
7,23,7,1507,XE,OKC,IAH,395,N
5,2,2,1440,OH,CVG,FSD,701,N
8,12,6,813,WN,LAS,SAN,258,N
1,14,5,1208,MQ,GRK,DFW,134,Y
11,30,3,728,MQ,LGA,DTW,501,N
3,21,1,2019,EV,AVP,ATL,714,N
4,25,1,1148,XE,MEM,CLE,622,N
1,24,2,1920,YV,DEN,GJT,212,Y
5,3,2,951,TZ,MDW,RSW,1105,N
11,4,5,816,HP,PDX,PHX,1009,N
3,20,7,710,WN,MDW,TPA,997,N
10,18,2,600,AS,SEA,ANC,1449,N
3,16,3,849,XE,CLE,CMH,112,N
10,22,7,2338,DL,ATL,TPA,406,Y
2,12,6,935,HP,SJC,LAS,386,N
10,4,2,1600,OH,BNA,CVG,230,N
8,8,2,1402,UA,LAX,ORD,1745,N
10,10,1,1850,WN,LAS,STL,1372,N
3,26,6,555,AA,AUS,DFW,190,N
4,18,1,623,CO,EWR,BOS,200,N
6,6,2,850,NW,SEA,HNL,2677,N
7,24,7,2048,FL,ATL,ROC,749,Y
12,18,1,1345,AA,LGA,DFW,1389,N
9,11,1,1334,CO,ABQ,IAH,744,N
11,5,6,1627,US,PHL,CLT,448,N
12,28,4,2104,XE,EWR,ROC,246,N
11,18,5,905,WN,BHM,TPA,460,N
11,1,3,1439,NW,GRB,MSP,252,N
8,16,3,1250,YV,CLT,BWI,361,N
6,9,4,1644,DH,IAD,CHS,441,N
12,9,5,1746,AS,LAS,SEA,866,Y
9,3,7,1015,OH,SAT,ATL,874,N
6,4,6,801,OO,SBA,DEN,916,N
3,4,5,1504,NW,DTW,ORD,235,N
2,9,3,2127,DL,SRQ,ATL,445,Y
5,28,6,1303,AA,IND,ORD,177,N
1,24,2,1439,CO,EWR,CMH,462,N
4,6,4,1814,WN,LAS,BUR,223,Y
8,5,5,1734,DH,BTV,IAD,442,Y
12,26,2,938,UA,DEN,SNA,846,Y
4,3,1,1306,AA,FLL,DFW,1119,N
1,3,2,1028,NW,MSP,ORD,334,Y
3,9,4,809,AA,LGA,MCO,950,N
9,10,7,2239,US,SFO,CLT,2296,N
10,8,7,1117,NW,MSP,PHX,1276,N
12,7,3,545,OH,SAV,LGA,722,N
6,30,5,2012,EV,MDW,ATL,590,Y
1,6,5,705,WN,DEN,LAS,629,N
9,8,5,757,DL,ATL,TPA,406,N
5,14,7,2131,US,CLT,MHT,737,N
1,30,1,1307,NW,LAS,MKE,1524,N
11,6,1,1845,OH,PHL,CVG,507,N
8,19,6,917,WN,MDW,ISP,765,N
6,24,5,905,WN,AMA,DAL,324,N
10,6,4,751,FL,CAK,LGA,396,N
10,13,4,1045,F9,DEN,MCO,1545,N
11,6,7,816,UA,TUS,PHX,110,N
4,10,1,1930,WN,DAL,HOU,239,N
1,11,3,2006,OH,JFK,CLT,541,Y
1,10,2,1621,NW,MSP,GRR,408,N
4,8,5,1159,NW,MSN,MSP,228,N
3,29,2,1446,MQ,JFK,BOS,187,Y
3,13,7,2112,AA,DFW,FLL,1119,Y
11,22,2,1241,AA,PHL,ORD,678,Y
10,18,2,1500,WN,HOU,AUS,148,N
7,19,3,1105,XE,OKC,IAH,395,N
3,7,1,920,UA,IAD,FLL,901,Y
11,26,6,1735,WN,MDW,ALB,717,N
1,8,7,2246,DL,ATL,PHL,665,N
1,22,7,1511,B6,EWR,TPA,998,N
7,15,6,1557,DL,ABQ,ATL,1269,N
3,14,1,915,OH,CVG,LAN,258,N
5,4,3,2207,EV,ATL,GSP,153,N
8,3,3,1330,MQ,ORD,HPN,738,N
1,4,3,2141,EV,ATL,FAY,331,N
6,5,7,1220,WN,BWI,PVD,328,N
2,20,7,1052,EV,MYR,ATL,317,N
3,10,5,1144,DL,ATL,LAX,1946,N
8,10,4,2333,AA,LAS,ORD,1515,N
9,18,7,1753,US,PIT,SFO,2254,N
9,1,4,2000,EV,STL,ATL,483,N
8,15,1,2150,US,CLT,ILM,185,Y
11,5,7,746,US,PHL,SJU,1576,N
8,1,2,1800,WN,LAS,LAX,236,Y
1,30,1,745,UA,SFO,DEN,967,N
12,24,6,1420,CO,PBI,EWR,1024,N
12,29,5,2108,YV,FLG,PHX,119,Y
12,20,3,1238,US,SJC,PHX,621,N
4,27,4,1255,OH,DCA,BOS,399,N
1,2,7,1033,FL,FLL,ATL,581,N
11,7,1,1135,WN,HOU,MAF,441,N
9,1,5,654,MQ,CLE,DFW,1021,N
9,28,4,1030,OH,DCA,JFK,213,N
3,23,4,1005,WN,JAX,BHM,365,N
5,12,5,1706,DL,MCO,SLC,1929,N
3,22,2,2029,MQ,LGA,BUF,292,N
7,6,3,659,CO,BTR,IAH,253,N
2,27,1,2302,DL,ATL,PHL,665,Y
7,12,3,616,OO,COS,SFO,963,N
3,4,6,1904,YV,CLE,IAD,288,N
6,18,7,1252,AA,FLL,LGA,1076,N
10,13,4,2229,CO,PHX,EWR,2133,N
4,24,1,1850,MQ,DFW,CAE,922,N
1,27,5,1212,OO,DEN,MTJ,197,N
9,24,6,1130,EV,ATL,LWB,369,N
10,12,4,1835,US,PHL,BOS,280,N
12,27,2,600,DL,CLT,ATL,227,N
4,14,5,1836,AA,HNL,DFW,3784,N
8,12,6,1059,US,DEN,PHL,1557,N
4,26,2,1554,XE,MCI,IAH,643,N
9,28,4,957,B6,FLL,LGA,1076,N
5,12,4,807,DL,EWR,ATL,745,N
3,2,4,1500,DL,FLL,ATL,581,Y
1,29,6,1750,OH,DAB,CVG,711,Y
6,11,6,1133,US,RDU,PHL,336,N
6,11,7,1804,FL,ATL,IAD,533,N
7,24,1,1345,MQ,RDU,DCA,227,Y
9,26,1,723,AA,LAX,DFW,1235,N
2,21,2,2035,EV,ATL,FLO,273,N
4,26,3,618,OO,COS,DEN,72,N
9,10,7,1945,DL,CVG,TPA,773,N
3,16,4,935,OO,LAX,SBA,89,N
2,10,4,1559,OO,IND,ORD,177,N
7,12,2,1540,WN,PHX,PVD,2277,N
6,25,6,2011,UA,DEN,PDX,992,N
12,13,2,605,UA,OAK,ORD,1835,N
5,22,1,1543,DL,ATL,LGA,761,N
8,23,3,1214,CO,CLE,IAH,1091,Y
3,23,3,655,WN,SJC,LAX,308,N
8,9,2,1933,AA,ORD,MIA,1197,N
12,13,3,658,CO,SAN,IAH,1303,N
4,24,1,1802,US,BWI,PHL,90,N
5,12,4,616,AA,LAX,STL,1593,N
1,10,2,1201,US,LAS,RNO,345,N
5,29,1,1648,OH,MCO,ROC,1033,N
1,17,1,1549,OO,LAX,CLD,86,N
2,26,6,1910,UA,ORD,FLL,1182,N
3,16,3,1523,WN,MCO,CMH,802,Y
12,28,4,635,NW,DCA,MSP,931,N
4,25,1,640,AA,SEA,STL,1710,N
7,4,2,1809,US,PHL,IND,587,N
9,28,4,654,NW,GRR,MSP,408,N
8,25,4,1244,WN,MDW,OMA,423,N
6,9,4,836,UA,MDT,ORD,594,Y
3,24,5,1345,MQ,SAN,SJC,417,N
8,31,3,1805,OO,SBA,LAX,89,N
6,30,4,1021,NW,LAX,DTW,1979,N
8,18,5,821,WN,MCI,BWI,967,N
2,11,5,2055,US,TPA,PHL,920,N
5,1,1,1650,XE,BTR,IAH,253,N
4,15,5,1853,OO,LAX,SLC,590,N
6,5,7,1204,AA,DFW,LGA,1389,Y
5,21,6,1217,OO,SLC,LAX,590,N
1,13,4,1430,WN,LAS,LAX,236,N
9,19,2,1501,DL,ATL,MCI,692,N
8,31,4,1405,WN,DAL,HOU,239,N
5,5,5,1726,UA,BUF,ORD,473,Y
1,20,4,1214,US,CLT,BOS,728,N
9,5,1,836,XE,RDU,EWR,416,N
7,22,6,1647,DL,CVG,SLC,1449,N
10,23,7,1023,DL,ATL,BHM,134,N
1,14,6,1810,DL,MIA,ATL,595,N
9,19,2,908,MQ,AMA,DFW,313,N
2,24,5,1138,B6,FLL,BOS,1237,N
4,5,2,1451,AS,LAS,SEA,866,N
1,5,4,2006,XE,EWR,IND,644,Y
6,29,4,1005,EV,ATL,DSM,743,N
